account_id,id,bid_strategy,buying_type,is_skadnetwork_attribution,lifetime_budget,source_campaign_id,status,effective_status,configured_status,can_use_spend_cap,created_time,name,objective,start_time,stop_time,topline_id,updated_time,special_ad_categories0,special_ad_category_country0,daily_budget,spend_cap,_BATCH_ID_,_BATCH_LAST_RUN_
1090394451777733,120212280118390146,LOWEST_COST_WITHOUT_CAP,AUCTION,false,50000,120212280019850146,ACTIVE,ACTIVE,ACTIVE,true,2025-01-06 15:14:10,Penn State - PSECU BJC Dual Sweepstakes (Traffic),OUTCOME_TRAFFIC,2025-01-06 15:14:11,2025-01-25 23:59:00,0,2025-01-06 15:14:27,,,,,1.0,2025-01-09 13:39:43
1090394451777733,120212280019850146,LOWEST_COST_WITHOUT_CAP,AUCTION,false,200000,0,ACTIVE,ACTIVE,ACTIVE,true,2025-01-06 14:59:09,Penn State - PSECU BJC Dual Sweepstakes (Awareness),OUTCOME_AWARENESS,2025-01-06 14:59:10,2025-01-25 23:59:00,0,2025-01-06 14:59:26,,,,,1.0,2025-01-09 13:39:43
1090394451777733,120211974486140146,,AUCTION,false,,0,ACTIVE,ACTIVE,ACTIVE,true,2024-12-23 17:27:07,Penn State - AmeriGas Home Team Advantage,OUTCOME_AWARENESS,2025-01-01 00:01:00,2025-01-31 23:59:00,0,2024-12-23 17:27:24,,,,,1.0,2025-01-09 13:39:43
1090394451777733,120211974153190146,LOWEST_COST_WITHOUT_CAP,AUCTION,false,150000,0,ACTIVE,ACTIVE,ACTIVE,true,2024-12-23 17:12:34,Penn State - AmeriGas Cylinder Campaign (Awareness),OUTCOME_AWARENESS,2025-03-01 00:01:00,2025-05-01 23:59:00,0,2025-01-03 16:01:22,,,,,1.0,2025-01-09 13:39:43
1090394451777733,120211973769680146,LOWEST_COST_WITHOUT_CAP,AUCTION,false,175000,0,ACTIVE,ACTIVE,ACTIVE,true,2024-12-23 17:03:09,Penn State - AmeriGas Cylinder Campaign (Traffic),OUTCOME_TRAFFIC,2025-03-01 00:01:00,2025-05-01 23:59:00,0,2025-01-03 15:58:59,,,,,1.0,2025-01-09 13:39:43
1090394451777733,120211888650230146,LOWEST_COST_WITHOUT_CAP,AUCTION,false,50000,120211888509840146,ACTIVE,ACTIVE,ACTIVE,true,2024-12-20 16:18:37,Penn State - Visit PA Winter Getaway (Traffic),OUTCOME_TRAFFIC,2024-12-20 16:18:38,2025-01-09 23:59:00,0,2024-12-20 16:18:54,,,,,1.0,2025-01-09 13:39:43
1090394451777733,120211888509840146,LOWEST_COST_WITHOUT_CAP,AUCTION,false,120000,0,ACTIVE,ACTIVE,ACTIVE,true,2024-12-20 16:13:25,Penn State - Visit PA Winter Getaway (Awareness),OUTCOME_AWARENESS,2024-12-20 16:13:25,2025-01-09 23:59:00,0,2024-12-20 16:13:48,,,,,1.0,2025-01-09 13:39:43
1090394451777733,120211829114520146,LOWEST_COST_WITHOUT_CAP,AUCTION,false,50000,0,PAUSED,PAUSED,PAUSED,true,2024-12-18 20:53:39,Richmond - Invest529 Diaper Derby 2025,OUTCOME_TRAFFIC,2024-12-18 20:53:39,2025-01-15 23:59:00,0,2024-12-20 17:21:38,,,,,1.0,2025-01-09 13:39:43
1090394451777733,120211800495310146,LOWEST_COST_WITHOUT_CAP,AUCTION,false,100000,0,ACTIVE,ACTIVE,ACTIVE,true,2024-12-17 18:22:49,Penn State - Family Clothesline Postseason Giveaway,OUTCOME_AWARENESS,2024-12-17 18:22:49,2024-12-20 00:01:00,0,2024-12-17 18:23:07,,,,,1.0,2025-01-09 13:39:43
1090394451777733,120211713655940146,LOWEST_COST_WITHOUT_CAP,AUCTION,false,120000,120211713585980146,ACTIVE,ACTIVE,ACTIVE,true,2024-12-13 12:42:17,Penn State - Planet Fitness Spin to Win - Awareness,OUTCOME_AWARENESS,2024-12-13 12:42:17,2025-01-01 23:59:00,0,2024-12-13 12:42:34,,,,,1.0,2025-01-09 13:39:43
1090394451777733,120211713585980146,LOWEST_COST_WITHOUT_CAP,AUCTION,false,50000,0,ACTIVE,ACTIVE,ACTIVE,true,2024-12-13 10:32:45,Penn State - Planet Fitness Spin to Win - Traffic,OUTCOME_TRAFFIC,2024-12-13 10:32:45,2025-01-01 23:59:00,0,2024-12-13 10:33:14,,,,,1.0,2025-01-09 13:39:43
1090394451777733,120211642522620146,LOWEST_COST_WITHOUT_CAP,AUCTION,false,20000,0,ACTIVE,ACTIVE,ACTIVE,true,2024-12-10 18:39:49,FAU -  iTHINK Owlsley's Holiday Jackpot,OUTCOME_TRAFFIC,2024-12-10 18:39:49,2024-12-27 23:59:00,0,2024-12-10 18:40:37,,,,,1.0,2025-01-09 13:39:43
1090394451777733,120211566746830146,,AUCTION,false,,0,ACTIVE,ACTIVE,ACTIVE,true,2024-12-07 12:37:32,Spider Brews MBB Dates,OUTCOME_TRAFFIC,2024-12-07 13:00:00,2025-01-25 23:59:00,0,2024-12-07 12:37:49,,,,,1.0,2025-01-09 13:39:43
1090394451777733,120211547868030146,LOWEST_COST_WITHOUT_CAP,AUCTION,false,150000,120211547147300146,ACTIVE,ACTIVE,ACTIVE,true,2024-12-06 12:10:00,Penn State - AARP Post Season Sweepstakes - AWARENESS - Copy,OUTCOME_AWARENESS,2024-12-06 12:10:00,2025-01-15 23:59:00,0,2024-12-06 12:10:17,,,,,1.0,2025-01-09 13:39:43
1090394451777733,120211547460530146,LOWEST_COST_WITHOUT_CAP,AUCTION,false,150000,0,ACTIVE,ACTIVE,ACTIVE,true,2024-12-06 12:10:28,Penn State - AARP Social Post,OUTCOME_AWARENESS,2024-12-06 12:10:32,2024-12-15 23:59:00,0,2024-12-06 12:26:08,,,,,1.0,2025-01-09 13:39:43
1090394451777733,120211547147300146,LOWEST_COST_WITHOUT_CAP,AUCTION,false,150000,120211546978940146,PAUSED,PAUSED,PAUSED,true,2024-12-06 11:55:02,Penn State - AARP Post Season Sweepstakes - AWARENESS,OUTCOME_AWARENESS,2024-12-06 11:55:03,2025-01-15 23:59:00,0,2024-12-06 12:34:55,,,,,1.0,2025-01-09 13:39:43
1090394451777733,120211546978940146,LOWEST_COST_WITHOUT_CAP,AUCTION,false,60000,0,ACTIVE,ACTIVE,ACTIVE,true,2024-12-06 11:52:12,Penn State - AARP Post Season Sweepstakes,OUTCOME_TRAFFIC,2024-12-06 11:52:13,2024-12-15 23:59:00,0,2024-12-06 11:52:30,,,,,1.0,2025-01-09 13:39:43
1090394451777733,120211546929590146,LOWEST_COST_WITHOUT_CAP,AUCTION,false,170000,0,ACTIVE,ACTIVE,ACTIVE,true,2024-12-06 11:45:08,"Post: ""The final whistle has blown, and the incredible...""",LINK_CLICKS,2024-12-06 11:45:38,2024-12-30 11:45:38,0,2024-12-20 16:13:49,,,,,1.0,2025-01-09 13:39:43
1090394451777733,120211546791960146,LOWEST_COST_WITHOUT_CAP,AUCTION,false,100000,120210135227000146,ACTIVE,ACTIVE,ACTIVE,true,2024-12-06 11:41:15,Penn State - AmeriGas Content Campaign #1 - Awareness,OUTCOME_AWARENESS,2024-12-06 11:41:16,2024-12-30 23:59:00,0,2024-12-06 11:41:32,,,,,1.0,2025-01-09 13:39:43
1090394451777733,120211546709830146,LOWEST_COST_WITHOUT_CAP,AUCTION,false,25000,120211546641080146,ACTIVE,ACTIVE,ACTIVE,true,2024-12-06 11:36:02,Penn State - PSECU Shuffle Sweepstakes - Traffic,OUTCOME_TRAFFIC,2024-12-06 11:36:03,2024-12-16 23:59:00,0,2024-12-06 11:36:19,,,,,1.0,2025-01-09 13:39:43
