campaign_id,CampaignName,CampaignStatus,AdsetId,AdsetName,AdsetGoal,AdId,AdName,AdStatus,AdInsightsDate,Clicks,Impressions,CTR,InlineLinkClicks,Reach,Spend,Revenue_1d_click,Revenue_7d_click,Revenue_28d_click,Revenue_1d_view,Revenue_7d_view,Revenue_28d_view,UniqueInlineLinkClicks,UniqueClicks,CampaignCreatedTime,CampaignStartTime,CampaignStopTime,CampaignObjective,CampaignLifetimeBudget,CampaignDailyBudget,PostEngagements,Frequency,instagram_permalink_url,_BATCH_ID_,_BATCH_LAST_RUN_
120201007698220085,Lakeside Lodge Clemson,ACTIVE,120201007699240085,East Coast + Clemson Fans + 35+,REACH,120201007701260085,Lakeside Lodge,ACTIVE,2023-10-23,32,9042,0.353904,3,8998,13.76,0,0,0,0,0,0,3,29,2023-10-18 17:15:07,2023-10-18 17:15:08,2023-11-05 23:00:42,OUTCOME_AWARENESS,25000,,7,1.00489,https://www.instagram.com/p/Cyjg1FPtrty/,1,2025-01-22 14:50:05
120201007698220085,Lakeside Lodge Clemson,ACTIVE,120201007699240085,East Coast + Clemson Fans + 35+,REACH,120201007701260085,Lakeside Lodge,ACTIVE,2023-10-24,29,8500,0.341176,8,8361,13.58,0,0,0,0,0,0,8,25,2023-10-18 17:15:07,2023-10-18 17:15:08,2023-11-05 23:00:42,OUTCOME_AWARENESS,25000,,10,1.016625,https://www.instagram.com/p/Cyjg1FPtrty/,1,2025-01-22 14:50:05
120201007698220085,Lakeside Lodge Clemson,ACTIVE,120201007699240085,East Coast + Clemson Fans + 35+,REACH,120201007701260085,Lakeside Lodge,ACTIVE,2023-10-25,14,7561,0.185161,3,7479,12.34,0,0,0,0,0,0,3,13,2023-10-18 17:15:07,2023-10-18 17:15:08,2023-11-05 23:00:42,OUTCOME_AWARENESS,25000,,6,1.010964,https://www.instagram.com/p/Cyjg1FPtrty/,1,2025-01-22 14:50:05
120204689779290085,Visit Greenville,ACTIVE,120204689779350085,Greenville Defined Target Markets,LINK_CLICKS,120204689779390085,Post 1,PAUSED,2024-01-13,311,8586,3.622176,116,7305,26.09,0,0,0,0,0,0,114,288,2023-12-22 14:11:32,2023-12-22 14:11:32,2024-04-01 23:59:42,OUTCOME_TRAFFIC,,,136,1.175359,https://www.instagram.com/p/C2Pxxr0NFYP/,145,2025-02-02 10:32:07
120201007698220085,Lakeside Lodge Clemson,ACTIVE,120201007699240085,East Coast + Clemson Fans + 35+,REACH,120201007701260085,Lakeside Lodge,ACTIVE,2023-10-26,12,7751,0.154819,3,7647,12.83,0,0,0,0,0,0,3,10,2023-10-18 17:15:07,2023-10-18 17:15:08,2023-11-05 23:00:42,OUTCOME_AWARENESS,25000,,4,1.0136,https://www.instagram.com/p/Cyjg1FPtrty/,1,2025-01-22 14:50:05
120204689779290085,Visit Greenville,ACTIVE,120204689779350085,Greenville Defined Target Markets,LINK_CLICKS,120204689779390085,Post 1,PAUSED,2024-01-14,537,23738,2.262196,289,21843,72.55,0,0,0,0,0,0,282,488,2023-12-22 14:11:32,2023-12-22 14:11:32,2024-04-01 23:59:42,OUTCOME_TRAFFIC,,,330,1.086755,https://www.instagram.com/p/C2Pxxr0NFYP/,145,2025-02-02 10:32:07
120201007698220085,Lakeside Lodge Clemson,ACTIVE,120201007699240085,East Coast + Clemson Fans + 35+,REACH,120201007701260085,Lakeside Lodge,ACTIVE,2023-10-27,16,7186,0.222655,3,7068,12.87,0,0,0,0,0,0,3,15,2023-10-18 17:15:07,2023-10-18 17:15:08,2023-11-05 23:00:42,OUTCOME_AWARENESS,25000,,3,1.016695,https://www.instagram.com/p/Cyjg1FPtrty/,1,2025-01-22 14:50:05
120204689779290085,Visit Greenville,ACTIVE,120204689779350085,Greenville Defined Target Markets,LINK_CLICKS,120204689779390085,Post 1,PAUSED,2024-01-15,513,27241,1.883191,246,25453,75.27,0,0,0,0,0,0,240,465,2023-12-22 14:11:32,2023-12-22 14:11:32,2024-04-01 23:59:42,OUTCOME_TRAFFIC,,,290,1.070247,https://www.instagram.com/p/C2Pxxr0NFYP/,145,2025-02-02 10:32:07
120201007698220085,Lakeside Lodge Clemson,ACTIVE,120201007699240085,East Coast + Clemson Fans + 35+,REACH,120201007701260085,Lakeside Lodge,ACTIVE,2023-10-28,31,7786,0.398151,10,7606,14.54,0,0,0,0,0,0,10,27,2023-10-18 17:15:07,2023-10-18 17:15:08,2023-11-05 23:00:42,OUTCOME_AWARENESS,25000,,12,1.023666,https://www.instagram.com/p/Cyjg1FPtrty/,1,2025-01-22 14:50:05
120204689779290085,Visit Greenville,ACTIVE,120204689779350085,Greenville Defined Target Markets,LINK_CLICKS,120204689779390085,Post 1,PAUSED,2024-01-16,396,19142,2.068749,212,18255,49.29,0,0,0,0,0,0,203,367,2023-12-22 14:11:32,2023-12-22 14:11:32,2024-04-01 23:59:42,OUTCOME_TRAFFIC,,,245,1.048589,https://www.instagram.com/p/C2Pxxr0NFYP/,145,2025-02-02 10:32:07
