CampaignId,CampaignName,CampaignStatus,AdSetId,AdSetName,AdSetGoal,AdId,AdName,AdStatus,CreativeId,instagram_permalink_url,AdInsightsDate,Impressions,Reach,Frequency,CTR,Spend,Clicks,UniqueClicks,InlineLinkClicks,UniqueInlineLinkClicks,PostEngagements,Revenue_1d_click,Revenue_7d_click,Revenue_28d_click,Revenue_1d_view,Revenue_7d_view,Revenue_28d_view,CampaignCreatedTime,CampaignStartTime,CampaignStopTime,CampaignObjective,CampaignLifetimeBudget,CampaignDailyBudget
23861963901700765,MBB Single Game,PAUSED,23861964108650765,Custom Lists,LINK_CLICKS,120201875267760766,$10 Ticket Promo,PAUSED,120202064184910766,https://www.instagram.com/p/C0zX2_jNVq0/,2024-01-17,311,272,1.143382,1.607717,0.77,5,4,3,3,3,0,0,0,0,0,0,2023-10-20 10:58:47,2023-10-20 10:58:47,,OUTCOME_TRAFFIC,,2500
23861963901700765,MBB Single Game,PAUSED,23861964108650765,Custom Lists,LINK_CLICKS,120201875267760766,$10 Ticket Promo,PAUSED,120202064184910766,https://www.instagram.com/p/C0zX2_jNVq0/,2024-01-18,465,430,1.081395,2.150538,1.21,10,9,5,5,6,0,0,0,0,0,0,2023-10-20 10:58:47,2023-10-20 10:58:47,,OUTCOME_TRAFFIC,,2500
23861963901700765,MBB Single Game,PAUSED,23861964108650765,Custom Lists,LINK_CLICKS,120201875267760766,$10 Ticket Promo,PAUSED,120202064184910766,https://www.instagram.com/p/C0zX2_jNVq0/,2024-01-19,511,475,1.075789,1.174168,1.12,6,6,2,2,2,0,0,0,0,0,0,2023-10-20 10:58:47,2023-10-20 10:58:47,,OUTCOME_TRAFFIC,,2500
120200099061160766,MBB23 Carousel Ads,PAUSED,120200099061310766,Affinity Groups + GMU 15 Miles,LINK_CLICKS,120200099061380766,MBB Carousel,ACTIVE,120200825253620766,https://www.instagram.com/p/C0HOYKzNcA5/,2023-11-28,3152,2192,1.437956,1.300761,13.64,41,37,22,22,30,0,0,0,0,0,0,2023-11-06 12:21:25,2023-11-06 12:21:26,,OUTCOME_TRAFFIC,,2500
23861963901700765,MBB Single Game,PAUSED,23861964108650765,Custom Lists,LINK_CLICKS,120201875267760766,$10 Ticket Promo,PAUSED,120202064184910766,https://www.instagram.com/p/C0zX2_jNVq0/,2024-01-20,589,515,1.143689,2.037351,1.8,12,10,8,7,10,20,20,20,50,50,20,2023-10-20 10:58:47,2023-10-20 10:58:47,,OUTCOME_TRAFFIC,,2500
120200099061160766,MBB23 Carousel Ads,PAUSED,120200099061310766,Affinity Groups + GMU 15 Miles,LINK_CLICKS,120200099061380766,MBB Carousel,ACTIVE,120200825253620766,https://www.instagram.com/p/C0HOYKzNcA5/,2023-11-29,2511,2080,1.207212,2.031063,11.74,51,45,22,21,29,0,0,0,0,0,0,2023-11-06 12:21:25,2023-11-06 12:21:26,,OUTCOME_TRAFFIC,,2500
23861963901700765,MBB Single Game,PAUSED,23861964108650765,Custom Lists,LINK_CLICKS,120201875267760766,$10 Ticket Promo,PAUSED,120202064184910766,https://www.instagram.com/p/C0zX2_jNVq0/,2024-01-21,1073,928,1.15625,1.770736,3.2,19,17,7,7,9,0,0,0,0,0,0,2023-10-20 10:58:47,2023-10-20 10:58:47,,OUTCOME_TRAFFIC,,2500
120200099061160766,MBB23 Carousel Ads,PAUSED,120200099061310766,Affinity Groups + GMU 15 Miles,LINK_CLICKS,120200099061380766,MBB Carousel,ACTIVE,120200825253620766,https://www.instagram.com/p/C0HOYKzNcA5/,2023-11-30,1013,895,1.131844,1.283317,4.65,13,13,5,5,7,0,0,0,0,0,0,2023-11-06 12:21:25,2023-11-06 12:21:26,,OUTCOME_TRAFFIC,,2500
23861963901700765,MBB Single Game,PAUSED,23861964108650765,Custom Lists,LINK_CLICKS,120201875267760766,$10 Ticket Promo,PAUSED,120202064184910766,https://www.instagram.com/p/C0zX2_jNVq0/,2024-01-22,728,643,1.132193,1.785714,1.98,13,11,8,7,9,0,0,0,0,0,0,2023-10-20 10:58:47,2023-10-20 10:58:47,,OUTCOME_TRAFFIC,,2500
120200099061160766,MBB23 Carousel Ads,PAUSED,120200099061310766,Affinity Groups + GMU 15 Miles,LINK_CLICKS,120200099061380766,MBB Carousel,ACTIVE,120200825253620766,https://www.instagram.com/p/C0HOYKzNcA5/,2023-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-06 12:21:25,2023-11-06 12:21:26,,OUTCOME_TRAFFIC,,2500
120200099061160766,MBB23 Carousel Ads,PAUSED,120200099061310766,Affinity Groups + GMU 15 Miles,LINK_CLICKS,120200099061380766,MBB Carousel,ACTIVE,120200825253620766,https://www.instagram.com/p/C0HOYKzNcA5/,2023-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-06 12:21:25,2023-11-06 12:21:26,,OUTCOME_TRAFFIC,,2500
23861963901700765,MBB Single Game,PAUSED,23861964108650765,Custom Lists,LINK_CLICKS,120201875267760766,$10 Ticket Promo,PAUSED,120202064184910766,https://www.instagram.com/p/C0zX2_jNVq0/,2024-01-23,651,590,1.10339,0.30722,1.71,2,2,2,2,2,0,0,0,0,0,0,2023-10-20 10:58:47,2023-10-20 10:58:47,,OUTCOME_TRAFFIC,,2500
120200099061160766,MBB23 Carousel Ads,PAUSED,120200099061310766,Affinity Groups + GMU 15 Miles,LINK_CLICKS,120200099061380766,MBB Carousel,ACTIVE,120200825253620766,https://www.instagram.com/p/C0HOYKzNcA5/,2023-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-06 12:21:25,2023-11-06 12:21:26,,OUTCOME_TRAFFIC,,2500
120200099061160766,MBB23 Carousel Ads,PAUSED,120200099061310766,Affinity Groups + GMU 15 Miles,LINK_CLICKS,120200099061380766,MBB Carousel,ACTIVE,120200825253620766,https://www.instagram.com/p/C0HOYKzNcA5/,2023-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-06 12:21:25,2023-11-06 12:21:26,,OUTCOME_TRAFFIC,,2500
120200099061160766,MBB23 Carousel Ads,PAUSED,120200099061310766,Affinity Groups + GMU 15 Miles,LINK_CLICKS,120200099061380766,MBB Carousel,ACTIVE,120200825253620766,https://www.instagram.com/p/C0HOYKzNcA5/,2023-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-06 12:21:25,2023-11-06 12:21:26,,OUTCOME_TRAFFIC,,2500
120200099061160766,MBB23 Carousel Ads,PAUSED,120200099061310766,Affinity Groups + GMU 15 Miles,LINK_CLICKS,120200099061380766,MBB Carousel,ACTIVE,120200825253620766,https://www.instagram.com/p/C0HOYKzNcA5/,2023-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-06 12:21:25,2023-11-06 12:21:26,,OUTCOME_TRAFFIC,,2500
120200099061160766,MBB23 Carousel Ads,PAUSED,120200099061310766,Affinity Groups + GMU 15 Miles,LINK_CLICKS,120200099061380766,MBB Carousel,ACTIVE,120200825253620766,https://www.instagram.com/p/C0HOYKzNcA5/,2023-12-16,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,75,2023-11-06 12:21:25,2023-11-06 12:21:26,,OUTCOME_TRAFFIC,,2500
120200099061160766,MBB23 Carousel Ads,PAUSED,120200099061310766,Affinity Groups + GMU 15 Miles,LINK_CLICKS,120200099061380766,MBB Carousel,ACTIVE,120200825253620766,https://www.instagram.com/p/C0HOYKzNcA5/,2023-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-06 12:21:25,2023-11-06 12:21:26,,OUTCOME_TRAFFIC,,2500
120200099061160766,MBB23 Carousel Ads,PAUSED,120200099061310766,Affinity Groups + GMU 15 Miles,LINK_CLICKS,120200099061380766,MBB Carousel,ACTIVE,120200825253620766,https://www.instagram.com/p/C0HOYKzNcA5/,2023-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-06 12:21:25,2023-11-06 12:21:26,,OUTCOME_TRAFFIC,,2500
120200099061160766,MBB23 Carousel Ads,PAUSED,120200099061310766,Affinity Groups + GMU 15 Miles,LINK_CLICKS,120200099061380766,MBB Carousel,ACTIVE,120200825253620766,https://www.instagram.com/p/C0HOYKzNcA5/,2023-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-06 12:21:25,2023-11-06 12:21:26,,OUTCOME_TRAFFIC,,2500
