CampaignId,CampaignName,CampaignStatus,CampaignStartTime,CampaignStopTime,AdsetId,AdsetName,AdId,AdName,AdInsighstDate,DevicePlatform,PublisherPlatform,CTR,Impressions,Reach,Clicks,Link Clicks,Post Engagement,Frequency,PlatformPosition,CampaignObjective
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-01,desktop,facebook,14.285714,7,5,1,1,1,1.4,feed,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-01,desktop,instagram,0,2,2,0,0,0,1,feed,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-01,desktop,instagram,0,1,1,0,0,0,1,instagram_stories,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-01,mobile_app,audience_network,0,2,1,0,0,0,2,an_classic,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-01,mobile_app,facebook,0,18,17,0,0,0,1.058824,facebook_reels,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-01,mobile_app,facebook,0,4,4,0,0,0,1,facebook_reels_overlay,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-01,mobile_app,facebook,33.333333,3,3,1,1,1,1,facebook_stories,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-01,mobile_app,facebook,11.940299,603,507,72,30,33,1.189349,feed,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-01,mobile_app,facebook,0,2,2,0,0,0,1,instream_video,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-01,mobile_app,facebook,0,2,1,0,0,0,2,marketplace,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-01,mobile_app,facebook,0,1,1,0,0,0,1,video_feeds,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-01,mobile_app,instagram,6.08365,526,508,32,26,43,1.035433,feed,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-01,mobile_app,instagram,0,4,4,0,0,0,1,instagram_explore,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-01,mobile_app,instagram,0,3,3,0,0,0,1,instagram_explore_grid_home,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-01,mobile_app,instagram,0,1,1,0,0,0,1,instagram_profile_feed,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-01,mobile_app,instagram,2.898551,69,67,2,2,2,1.029851,instagram_reels,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-01,mobile_app,instagram,4.265403,211,201,9,9,10,1.049751,instagram_stories,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-01,mobile_web,instagram,0,2,2,0,0,0,1,feed,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-01,mobile_web,instagram,0,1,1,0,0,0,1,instagram_stories,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-01,desktop,facebook,0,6,6,0,0,0,1,feed,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-01,mobile_app,facebook,0,9,8,0,0,0,1.125,facebook_reels,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-01,mobile_app,facebook,5.759162,191,183,11,2,2,1.043716,feed,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-01,mobile_app,instagram,1.298701,154,153,2,2,2,1.006536,feed,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-01,mobile_app,instagram,0,2,2,0,0,0,1,instagram_explore,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-01,mobile_app,instagram,0,23,23,0,0,0,1,instagram_reels,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-01,mobile_app,instagram,1.785714,56,56,1,1,1,1,instagram_stories,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-01,mobile_web,instagram,0,1,1,0,0,0,1,instagram_stories,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-02,desktop,facebook,0,3,3,0,0,0,1,feed,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-02,desktop,facebook,0,1,1,0,0,0,1,instream_video,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-02,desktop,facebook,0,3,3,0,0,0,1,right_hand_column,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-02,desktop,instagram,0,2,2,0,0,0,1,feed,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-02,desktop,instagram,0,2,2,0,0,0,1,instagram_stories,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-02,mobile_app,audience_network,5.405405,37,14,2,2,2,2.642857,an_classic,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-02,mobile_app,facebook,0,46,42,0,0,0,1.095238,facebook_reels,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-02,mobile_app,facebook,0,2,2,0,0,0,1,facebook_reels_overlay,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-02,mobile_app,facebook,0,7,7,0,0,0,1,facebook_stories,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-02,mobile_app,facebook,5.871091,1567,1284,92,36,39,1.220405,feed,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-02,mobile_app,facebook,0,5,4,0,0,0,1.25,instream_video,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-02,mobile_app,facebook,0,1,1,0,0,0,1,marketplace,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-02,mobile_app,facebook,0,13,9,0,0,0,1.444444,video_feeds,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-02,mobile_app,instagram,4.92126,508,484,25,24,35,1.049587,feed,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-02,mobile_app,instagram,0,4,4,0,0,0,1,instagram_explore,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-02,mobile_app,instagram,5.714286,35,34,2,1,1,1.029412,instagram_reels,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-02,mobile_app,instagram,4.347826,230,210,10,10,11,1.095238,instagram_stories,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-02,mobile_web,instagram,0,4,4,0,0,0,1,feed,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-02,mobile_web,instagram,0,1,1,0,0,0,1,instagram_stories,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-02,desktop,audience_network,0,1,1,0,0,0,1,an_classic,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-02,desktop,facebook,0,9,5,0,0,0,1.8,feed,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-02,desktop,facebook,0,24,14,0,0,0,1.714286,right_hand_column,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-02,desktop,instagram,0,1,1,0,0,0,1,instagram_stories,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-02,mobile_app,audience_network,3.076923,65,27,2,2,2,2.407407,an_classic,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-02,mobile_app,facebook,0,62,50,0,0,0,1.24,facebook_reels,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-02,mobile_app,facebook,1.219512,246,233,3,3,3,1.055794,facebook_reels_overlay,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-02,mobile_app,facebook,0,6,6,0,0,0,1,facebook_stories,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-02,mobile_app,facebook,5.528577,2677,2034,148,48,56,1.316126,feed,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-02,mobile_app,facebook,0,20,14,0,0,0,1.428571,instream_video,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-02,mobile_app,facebook,0,1,1,0,0,0,1,marketplace,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-02,mobile_app,facebook,0,6,6,0,0,0,1,video_feeds,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-02,mobile_app,instagram,2.097902,286,274,6,6,11,1.043796,feed,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-02,mobile_app,instagram,0,5,5,0,0,0,1,instagram_explore,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-02,mobile_app,instagram,0,2,2,0,0,0,1,instagram_profile_feed,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-02,mobile_app,instagram,1.960784,51,50,1,1,1,1.02,instagram_reels,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-02,mobile_app,instagram,3.952569,253,225,10,10,10,1.124444,instagram_stories,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-02,mobile_web,instagram,0,3,3,0,0,0,1,feed,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-03,desktop,facebook,16.666667,6,5,1,1,1,1.2,feed,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-03,desktop,facebook,0,1,1,0,0,0,1,instream_video,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-03,desktop,facebook,0,7,4,0,0,0,1.75,right_hand_column,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-03,desktop,instagram,0,3,3,0,0,0,1,feed,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-03,desktop,instagram,0,1,1,0,0,0,1,instagram_stories,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-03,mobile_app,audience_network,0,34,16,0,0,0,2.125,an_classic,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-03,mobile_app,facebook,0,34,29,0,0,0,1.172414,facebook_reels,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-03,mobile_app,facebook,0,7,7,0,0,0,1,facebook_reels_overlay,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-03,mobile_app,facebook,6.666667,15,15,1,1,1,1,facebook_stories,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-03,mobile_app,facebook,4.021094,1517,1327,61,22,26,1.14318,feed,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-03,mobile_app,facebook,0,8,8,0,0,0,1,instream_video,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-03,mobile_app,facebook,0,1,1,0,0,0,1,search,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-03,mobile_app,facebook,0,16,15,0,0,0,1.066667,video_feeds,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-03,mobile_app,instagram,3.735632,696,666,26,23,33,1.045045,feed,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-03,mobile_app,instagram,0,3,3,0,0,0,1,instagram_explore,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-03,mobile_app,instagram,4.761905,63,63,3,2,2,1,instagram_reels,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-03,mobile_app,instagram,2.337662,385,362,9,9,9,1.063536,instagram_stories,OUTCOME_TRAFFIC
120211077368390192,Lexus Enter to Win,ACTIVE,2024-10-01 15:13:25,2024-10-23 23:59:00,120211077368570192,Utah Fans + Retargeting,120211077368590192,Lexus Enter To Win,2024-10-03,mobile_web,instagram,0,2,2,0,0,0,1,feed,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-03,desktop,facebook,0,17,14,0,0,0,1.214286,feed,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-03,desktop,facebook,0,1,1,0,0,0,1,instream_video,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-03,desktop,facebook,0,44,20,0,0,0,2.2,right_hand_column,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-03,desktop,instagram,0,4,4,0,0,0,1,feed,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-03,mobile_app,audience_network,1.30719,153,74,2,2,2,2.067568,an_classic,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-03,mobile_app,facebook,3.571429,84,65,3,3,3,1.292308,facebook_reels,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-03,mobile_app,facebook,1.06383,282,252,3,3,3,1.119048,facebook_reels_overlay,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-03,mobile_app,facebook,16.666667,12,12,2,2,2,1,facebook_stories,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-03,mobile_app,facebook,5.105263,3800,3133,194,73,85,1.212895,feed,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-03,mobile_app,facebook,0,30,26,0,0,0,1.153846,instream_video,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-03,mobile_app,facebook,0,7,6,0,0,0,1.166667,marketplace,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-03,mobile_app,facebook,0,20,19,0,0,0,1.052632,video_feeds,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-03,mobile_app,instagram,0.961538,104,103,1,1,1,1.009709,feed,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-03,mobile_app,instagram,0,1,1,0,0,0,1,instagram_explore,OUTCOME_TRAFFIC
120211077736540192,Go Zero with Stadler Rail presented by Stadler,ACTIVE,2024-10-01 15:27:47,2024-10-15 23:59:00,120211077736520192,Utah Fans,120211077736530192,Go Zero,2024-10-03,mobile_app,instagram,0,1,1,0,0,0,1,instagram_explore_grid_home,OUTCOME_TRAFFIC
